Function	Count	Inclusive Time (ms)	Inclusive Time %	Exclusive Time (ms)	Exclusive Time %	Avg Time (ms)	Max Time (ms)	Min Time (ms)	URL	Line Number
onItemTitleChanged	2	1	0.02	1	0.02	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	669
garbageCollect	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,482"
getTarget	557	4	0.1	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,370"
addListener	502	37	0.89	1	0.02	0.07	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,818"
removeListener	14	1	0.02	1	0.02	0.07	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,847"
defer	14	1	0.02	1	0.02	0.07	1	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	462
Element	601	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,708"
setVisible	14	147.02	3.54	1	0.02	10.5	95.01	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"2,441"
getVisMode	64	3	0.07	1	0.02	0.05	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"7,065"
fixDisplay	39	3	0.07	1	0.02	0.08	1	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	"1,466"
getTop	29	4	0.1	1	0.02	0.14	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,590"
addListener	814	9	0.22	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,230"
isListening	814	5	0.12	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,283"
isNumber	870	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	344
addUnits	356	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,234"
getFrameWidth	15	6	0.14	1	0.02	0.4	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,539"
getPadding	293	17	0.41	1	0.02	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,977"
onResize	80	6	0.14	1	0.02	0.08	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"3,335"
getScroll	96	1	0.02	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,905"
setLeftTop	25	2	0.05	1	0.02	0.08	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,821"
enable	341	14	0.34	1	0.02	0.04	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,574"
getVisibilityEl	169	1	0.02	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,652"
getId	673	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,507"
hideShim	10	1	0.02	1	0.02	0.1	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"2,263"
createMons	123	2	0.05	1	0.02	0.02	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,803"
afterRender	22	741.07	17.84	1	0.02	33.69	361.04	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,276"
JScript - window script block	914	107.01	2.58	1	0.02	0.12	25	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	119
initItems	296	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,259"
Function	10	1	0.02	1	0.02	0.1	1	0		0
compileTpl	22	1	0.02	1	0.02	0.05	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"13,013"
doInsert	83	34	0.82	1	0.02	0.41	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	759
f	18	3	0.07	1	0.02	0.17	1	0		0
f	18	1	0.02	1	0.02	0.06	1	0		0
getItemId	321	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,517"
findParent	20	4	0.1	1	0.02	0.2	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,226"
is	49	3	0.07	1	0.02	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,471"
f	3	1	0.02	1	0.02	0.33	1	0		0
setXY	16	3	0.07	1	0.02	0.19	1	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,132"
onTargetOut	53	1	0.02	1	0.02	0.02	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	840
GetServiceInstance	32	1	0.02	1	0.02	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	220
isInstanceOfType	755	6	0.14	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,075"
getHandler	21	1	0.02	1	0.02	0.05	1	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,437"
JScript - window script block	21	"2,586.26"	62.25	1	0.02	123.16	"1,048.11"	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,441"
handleClick	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,344"
register	292	9	0.22	1	0.02	0.03	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	32
Observable	495	2	0.05	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,875"
initComponent	162	3	0.07	1	0.02	0.02	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"3,021"
MixedCollection	186	4	0.1	1	0.02	0.02	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,542"
applyDefaults	248	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,440"
onBeforeAdd	248	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,459"
onAdded	198	9	0.22	1	0.02	0.05	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,210"
initComponent	30	7	0.17	1	0.02	0.23	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"8,679"
unselectable	10	13	0.31	1	0.02	1.3	8	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,384"
f	24	1	0.02	1	0.02	0.04	1	0		0
setText	27	316.03	7.61	1	0.02	11.71	66.01	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	493
doAutoWidth	51	474.05	11.41	1	0.02	9.3	66.01	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	457
onLayout	29	889.09	21.4	1	0.02	30.66	622.06	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,876"
regDragDrop	4	1	0.02	1	0.02	0.25	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-dd-debug.js?t=20111007011423	"1,494"
handleWasClicked	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-dd-debug.js?t=20111007011423	"2,452"
afterEdit	63	2	0.05	1	0.02	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/ux/ext%20gantt/js/build/sch-gantt-base.js?t=20111007011431	21
Date.getFullYear	12	1	0.02	1	0.02	0.08	1	0		0
getColumnWidth	36	1	0.02	1	0.02	0.03	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"2,220"
getCell	6	1	0.02	1	0.02	0.17	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"1,555"
collectDataForUndo	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	547
collect	157	7	0.17	1	0.02	0.05	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	612
_each	186	8	0.19	1	0.02	0.04	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	818
JScript - window script block	"1,233"	7	0.17	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	575
onPendingChangesNotify	465	20	0.48	1	0.02	0.04	10	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/dataobjectgrid.js?t=20120312043903	101
cascade	79	1	0.02	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,723"
overwrite	3	2	0.05	1	0.02	0.67	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	772
updateFieldsReadOnlyState	160	545.05	13.12	1	0.02	3.41	57.01	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,122"
updateEditValidationList	96	64.01	1.54	1	0.02	0.67	39	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	257
executeControlActions	4	30	0.72	1	0.02	7.5	13	2	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,212"
getFieldValueForExpreession	334	2	0.05	1	0.02	0.01	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,012"
setLabel	12	8	0.19	1	0.02	0.67	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	29
setValue	32	10	0.24	1	0.02	0.31	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	295
setValueText	32	1	0.02	1	0.02	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfieldbase.js?t=20111018044352	367
findRecord	56	3	0.07	1	0.02	0.05	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	964
JScript - window script block	180	3	0.07	1	0.02	0.02	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	992
markRequired	23	9	0.22	1	0.02	0.39	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	228
onLayout	14	660.07	15.89	1	0.02	47.15	632.06	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	"1,305"
onUpdateObjectViewNavigationState	2	3	0.07	1	0.02	1.5	2	1	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	307
getTab	2	1	0.02	1	0.02	0.5	1	0	http://pl-l01899/SaaS/scripts/saas.webui/workspacebase.js?t=20120210064945	50
updatePagingInfo	2	1	0.02	1	0.02	0.5	1	0	http://pl-l01899/SaaS/scripts/ext.frs/search/searchcontrollerpanel.js?t=20120306070110	294
JScript - window script block	"2,260"	4	0.1	1	0.02	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,223"
JScript - window script block	36	2	0.05	1	0.02	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,459"
initFormView	1	130.01	3.13	1	0.02	130.01	130.01	130.01	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	204
ObjectViewDetailTab	17	6	0.14	1	0.02	0.35	1	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	2
buildItemList	14	84.01	2.02	1	0.02	6	84.01	1	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	49
attachItemExpressionsToForm	274	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	448
onLayout	4	52.01	1.25	1	0.02	13	28	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"5,625"
compile	25	2	0.05	1	0.02	0.08	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	884
fn	118	1	0.02	1	0.02	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	891
compiled	17	1	0.02	1	0.02	0.06	1	0		0
onResize	3	56.01	1.35	1	0.02	18.67	32	5	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	698
prepareFormItems	2	5	0.12	1	0.02	2.5	4	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	567
prepareControl	44	4	0.1	1	0.02	0.09	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	467
renameField	264	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	468
getControlCellsData	138	8	0.19	1	0.02	0.06	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectformlayout.js?t=20111007011428	154
buildLabel	43	2	0.05	1	0.02	0.05	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	60
registerCustomStyleComponent	223	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	43
compiled	140	1	0.02	1	0.02	0.01	1	0		0
adjustWidth	43	1	0.02	1	0.02	0.02	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfieldbase.js?t=20111018044352	384
toFormState	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	367
clearTitleCount	17	32	0.77	1	0.02	1.88	4	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	176
mask	4	225.02	5.42	1	0.02	56.26	100.01	9	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"7,412"
getMainObjectId	"2,520"	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	140
handleResponse	1	499.05	12.01	1	0.02	499.05	499.05	499.05	http://pl-l01899/SaaS/scripts/ext.frs/data/saveandaction.js?t=20120306010917	185
updateField	148	651.07	15.67	1	0.02	4.4	63.01	2	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	65
getMainObjectType	"2,516"	1	0.02	1	0.02	0	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	143
ShowLoadingIndicatorIfRendered	3	126.01	3.03	1	0.02	42	60.01	9	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	149
DataReader	8	4	0.1	1	0.02	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,763"
Field	32	1	0.02	1	0.02	0.03	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,512"
isNumberFieldDataType	9	1	0.02	1	0.02	0.11	1	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	189
buildBodyLayout	11	2	0.05	1	0.02	0.18	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttriggerfield.js?t=20111007011429	61
initTrigger	2	4	0.1	1	0.02	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/form/linkfieldselector.js?t=20120227063557	26
applyChangesToForm	1	1	0.02	1	0.02	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	881
removeClass	15	2	0.05	1	0.02	0.13	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,377"
getTarget	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,370"
JScript - window script block	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-fixes.js?t=20111007011427	16
getXY	17	4	0.1	0	0	0.24	3	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,405"
getPageX	17	3	0.07	0	0	0.18	3	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,396"
getPageCoord	34	4	0.1	0	0	0.12	3	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,306"
getPageY	17	1	0.02	0	0	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,400"
onMouseMove	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	321
getXY	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,236"
handleMouseMove	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-dd-debug.js?t=20111007011423	"1,799"
monitorMouseOver	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	659
within	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,297"
getTarget	10	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,248"
fly	12	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,559"
getDom	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	280
contains	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,303"
isAncestor	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,009"
isString	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	349
removeListener	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,209"
removeListener	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,847"
getId	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,584"
isArray	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	319
removeListener	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,351"
ret	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,217"
Array.splice	42	0	0	0	0	0	0	0		0
onMouseOut	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	670
removeClass	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,682"
fireEvent	7	1	0.02	0	0	0.14	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,955"
JScript - window script block	9	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	219
isObject	52	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	329
isMenuTriggerOut	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	636
onTargetOver	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	794
getTipCfg	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	777
JScript - window script block	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,324"
indexOf	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	907
onTargetOut	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	840
clearTimer	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	617
delayHide	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	524
checkIfSessionIsActive	7	8	0.19	0	0	1.14	2	1	http://pl-l01899/SaaS/scripts/saas.webui/workspaceselectorbase.js?t=20120301074919	138
isActive	7	3	0.07	0	0	0.43	1	0	http://pl-l01899/SaaS/scripts/ext.frs/session.js?t=20120301074919	240
getAppCookieContainer	28	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/session.js?t=20120301074919	265
String.substring	363	0	0	0	0	0	0	0		0
unescape	14	0	0	0	0	0	0	0		0
addListener	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,048"
isBoolean	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	354
addListener	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,230"
isListening	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,283"
findListener	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,266"
createListener	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,243"
findTabById	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/workspaceselectorbase.js?t=20120301074919	722
item	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,855"
isFunction	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	339
updateTopLevelTabNavigationState	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/saas.webui/linksworkspaceselector.js?t=20120210064945	457
setTitle	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,612"
fire	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,327"
getTabEl	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	692
getComponent	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,538"
getItemId	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,517"
getId	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,507"
child	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,298"
selectNode	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,428"
select	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,394"
String.split	272	0	0	0	0	0	0	0		0
f	2	0	0	0	0	0	0	0		0
getNodes	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,081"
byClassName	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,051"
nodup	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,223"
changeTitle	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/navigation/navigation.js?t=20120301074758	41
newState	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/navigation/navigation.js?t=20120301074758	71
last	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,920"
MixedCollection	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,542"
